Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression WT	Expression A	Expression B	Expression C	qValue WT vs A	qValue WT vs B	qValue WT vs C	qValue A vs B	qValue A vs C	qValue B vs C
	1995806	1996285		+	yedL	b1932	putative transport; Not classified	12	7	8	3	5.093507188644043E-10	1.0	2.3199998692521258E-15	6.3316092624035E-5	0.009067826789639848	1.1231702291635271E-6
	1997557	1996429		-	yedN	b4495	putative transport; Not classified	4	0	1	0	1.9459448399799363E-203	0.24946940122264677	1.1787768378155893E-123	2.5372569789455805E-21	0.6346483508539891	5.653125977240563E-13
	1997708	1997869		+	intG	b1936	putative transport; Not classified	7	1	8	2	3.9780912612947884E-50	1.0	6.738078376999234E-4	4.5263002346163825E-76	1.0848484683208816E-4	2.6827503403502242E-5
	1998220	1997906		-	fliE	b1937	structural component; Surface structures	7	3	5	2	1.1237510961896535E-16	0.9995294195965257	1.9996383725499143E-5	3.6748372120144823E-10	0.35991094940719054	0.0013457159968692945
	1998435	2000093		+	fliF	b1938	structural component; Surface structures	8	1	7	2	1.106236432607049E-75	1.0	2.267478173275314E-28	7.613784208865065E-61	0.1324224295587858	8.939592353232868E-23
	2000086	2001081		+	fliG	b1939	structural component; Surface structures	9	4	11	4	3.684232449805913E-26	1.0	9.065228773022657E-8	1.0832036764864418E-32	0.015051184681714937	2.158982460926238E-9
	2001074	2001760		+	fliH	b1940	transport; Surface structures	10	5	15	6	2.4048603072686024E-14	1.0	1.3426827520291983E-4	6.549461504580297E-30	0.012162611387418166	1.7279301442364504E-8
	2001760	2003133		+	fliI	b1941	enzyme; Surface structures	8	2	9	2	2.56644706418579E-45	1.0	1.3547643778140632E-20	1.86341936015226E-65	0.32856894374531526	2.0586200174531284E-29
	2003152	2003595		+	fliJ	b1942	structural component; Surface structures	9	1	6	0	1.8568034481248152E-118	1.0	1.4876800507564024E-102	4.634436105235995E-57	0.26257228426813534	5.355953123916607E-50
	2003592	2004719		+	fliK	b1943	structural component; Surface structures	10	3	9	4	2.9623254388335226E-38	1.0	4.86151800919463E-8	3.39072689150078E-35	1.0514269133288827E-4	2.0224353516319143E-7
	2004824	2005288		+	fliL	b1944	putative structure; Surface structures	9	3	9	3	3.894511249800051E-23	1.0	2.2649870644113476E-6	6.366300169537224E-25	0.060767862099298964	1.0971276891968003E-6
	2005293	2006297		+	fliM	b1945	structural component; Surface structures	12	6	15	11	8.181209743775707E-22	1.0	0.002254400470794811	2.608072830492533E-36	1.8668389674107984E-13	1.8737779781555875E-4
	2006294	2006707		+	fliN	b1946	structural component; Surface structures	7	1	5	0	3.414124480362036E-106	1.0	4.509664808619366E-49	1.7559807745206844E-54	0.9696104243940917	4.697311732624302E-25
	2006710	2007075		+	fliO	b1947	putative structure; Surface structures	8	1	8	2	8.22710419755691E-96	1.0	5.631176916764954E-8	1.362834991552996E-101	2.623212192334294E-5	2.8568451615259464E-8
	2007075	2007812		+	fliP	b1948	putative structure; Surface structures	7	1	6	2	8.326083433542632E-79	1.0	9.122290477055858E-10	9.65592142709323E-65	1.2192474949899155E-4	4.3459333389217386E-8
	2007822	2008091		+	fliQ	b1949	putative structure; Surface structures	9	1	12	1	6.688693693711036E-66	1.0	7.873692709502978E-16	1.7674310283794123E-126	0.22516087255891792	8.187851076575004E-30
	2008099	2008884		+	fliR	b1950	putative enzyme; Surface structures	8	2	6	2	2.364917978151849E-38	1.0	2.3480271172228483E-12	7.130311925609468E-26	0.13091155816213254	1.9074389826466012E-8
	2009174	2009797		+	rcsA	b1951	regulator; Surface polysaccharides & antigens	10	8	11	7	7.483213746110846E-9	1.0	4.8567201062885796E-4	1.8566160112208894E-9	0.22279731785846335	3.166830626305202E-4
2010037	2010029	2009841	2009798	-	dsrB	b1952	regulator; Surface polysaccharides & antigens	101	164	163	150	0.007111041382342527	1.0	0.10988278655865891	1.3198916850656068E-6	0.20111631765363014	0.0029814574625265373
2010147	2010192	2010419	2010432	+	yodD	b1953	regulator; Surface polysaccharides & antigens	1229	1479	1403	1415	0.48447832878839525	0.4912975473494977	0.6785767751309251	0.003948291477577746	0.24165285006869452	0.1567441522875547
2010519			2010433	-	dsrA	b1954	-	295	378	479	386	1.0915641904911718E-4	1.0	0.04603648375395245	1.2655350060541516E-11	0.02031323723083432	2.974669146808571E-4
2010520	2010717	2011532		+	yedP	b1955	regulator; Surface polysaccharides & antigens	360	417	302	261	0.23895698058417109	0.932844760071388	7.964256884317425E-5	0.7398249387768666	3.675585837224604E-4	0.014739116203507423
	2013223	2011529		-	yedQ	b1956	regulator; Surface polysaccharides & antigens	83	92	96	95	0.09267084201138702	0.3621060670409129	0.5070698036065369	4.209453756514698E-5	0.013644564991083687	0.19400428335809314
2013581	2013576	2013394	2013391	-	yodC	b1957	regulator; Surface polysaccharides & antigens	212	445	299	370	0.5645236233610489	1.0	0.7401786886921572	0.5864493805803049	0.8665421974039866	0.5685642801331997
	2014572	2013655		-	yedI	b1958	regulator; Surface polysaccharides & antigens	87	115	98	106	0.3629048273226573	1.0	0.5125353425266369	0.030555566029402705	0.06787758588684535	0.818718426501672
	2014745	2015665		+	yedA	b1959	putative membrane; Not classified	19	9	15	5	1.1893392743532357E-34	1.0	1.519794812628298E-22	1.4637029150873008E-21	0.6401624051031461	4.917819494278816E-14
	2016124	2015654		-	vsr	b1960	enzyme; Degradation of DNA	29	19	28	28	1.152312863854386E-16	1.0	0.0028525928027819105	1.234073430856494E-15	3.0157572184996643E-9	0.007164293494411178
	2017523	2016105		-	dcm	b1961	enzyme; DNA - replication, repair, restriction/modification	45	42	51	45	1.0195705096066033E-6	1.0	0.06977643353305489	1.4646284985529483E-9	0.002993570593571283	0.010637603530299152
	2018285	2017590		-	yedJ	b1962	enzyme; DNA - replication, repair, restriction/modification	86	106	110	83	0.024758902843901566	1.0	0.024230975607886857	7.490601775290156E-5	0.5824294262711486	2.1266959072086065E-4
2018690	2018690	2018325	2018325	-	yedR	b1963	enzyme; DNA - replication, repair, restriction/modification	62	88	89	71	7.093013004398045E-4	1.0	0.013270595519348753	3.8693182529705603E-7	0.7055930544440135	2.796884896803618E-4
2018855			2018945	+	rseX	b4603	-	3	0	2	0	1.0	0.4244028859964873	8.225370484427538E-208	1.0	1.0	1.4449152677024076E-88
2019257	2019257	2020449	2020449	+	yedS	b4496	enzyme; DNA - replication, repair, restriction/modification	30	32	51	43	3.292183281119858E-7	0.9273571346943201	0.4066638727862077	1.7238170747362996E-23	4.693054542203559E-10	0.0029814574625265373
2021018	2021041	2021892	2021917	+	hchA	b1967	enzyme; DNA - replication, repair, restriction/modification	554	740	557	638	0.657812435173129	1.0	0.8674031569444224	0.4025435693560309	0.8370111755428468	0.6318366537731619
	2023358	2022000		-	yedV	b1968	putative regulator; Not classified	11	5	11	10	3.478020454276178E-32	1.0	0.001050039901490764	1.2609510702593443E-29	1.7303617466262488E-18	0.0033455682088203926
	2024029	2023358		-	yedW	b1969	putative regulator; Not classified	19	18	30	33	2.589555925797044E-9	1.0	0.19239442686485625	2.0621260197251946E-22	5.808893852877276E-21	0.024226987921404167
	2024162	2024575		+	hiuH	b1970	purine catabolism	11	6	13	6	1.2198953567461066E-8	1.0	3.4309820479471435E-4	4.400022051653881E-12	0.2579451671025407	1.6793328855427414E-5
	2024684	2025688		+	yedY	b1971	putative enzyme; Not classified	58	56	84	68	1.384460444299943E-6	0.7001067931448094	0.3337196410588483	9.872619781121743E-18	5.467645644582969E-6	0.0017252004372899504
	2025689	2026324		+	yedZ	b1972	putative enzyme; Not classified	27	21	31	24	1.435368683929212E-12	1.0	9.86928655932729E-4	3.418335951302672E-17	1.3131902704936605E-4	1.743984857178765E-4
	2026581	2027231		+	zinT	b1973	putative enzyme; Not classified	7	2	3	1	4.546463040176886E-37	0.831470428564753	1.2453478796865263E-33	2.362334948399952E-9	0.2871625900137555	4.536975290564215E-8
	2027574	2028104		+	yodB	b1974	putative enzyme; Not classified	14	7	10	6	1.5580971407038624E-14	1.0	4.489631712592151E-8	1.407748067729536E-7	0.6879340489496683	2.3447553580741416E-4
2028763			2028674	-	serU	b1975	Ser tRNA	49	29	47	31	1.2425665601229865E-8	1.0	9.472091009868969E-4	4.582196743415605E-8	0.12055479000544875	0.0015713052674173147
	2028857	2029654		+	mtfA	b1976	putative enzyme; Not classified	44	29	25	22	1.8020948404890866E-15	0.9235308902341433	2.4484614145879902E-11	1.271019854511213E-4	0.8719870391196458	0.0014281078597976325
2029755			2029830	+	asnT	b1977	Asn tRNA	16	10	16	21	8.079427546771158E-8	1.0	0.474154741650065	1.9770197955111427E-7	8.26690072455361E-11	0.7352652701909534
	2030144	2037220		+	yeeJ	b1978	putative factor; Not classified	16	9	15	9	1.2198944005278685E-20	1.0	2.0296961704560865E-9	4.259606570519714E-21	0.11364153285756302	1.1647522962827265E-9
	2038534	2037482		-	yeeL	b4497	putative factor; Not classified	6	0	3	0	7.680363399572858E-256	0.9310291779497972	1.0840714074003228E-148	7.181698058598656E-72	0.6629499226265929	6.546652638588548E-42
	2038849	2040165		+	shiA	b1981	putative transport; Not classified	33	24	20	16	8.38534034208143E-15	0.9436301652379595	3.1225548360691458E-12	6.219489054020073E-5	0.3833940063126899	2.7965485827706726E-4
	2040267	2041721		+	amn	b1982	enzyme; Salvage of nucleosides and nucleotides	74	66	58	53	2.8137299754372103E-6	0.768595001170006	8.244981028009073E-5	0.016268782091767815	0.8820276129546715	0.041486308805634836
	2042064	2042780	2042780	+	yeeN	b1983	enzyme; Salvage of nucleosides and nucleotides	28	25	33	22	2.3334033858740954E-8	1.0	9.261070661248881E-5	4.2976088871273055E-11	0.37681763083365233	6.637147675300819E-6
2043308			2043233	-	asnW	b1984	Asn tRNA	25	13	26	31	9.065695463386756E-12	1.0	0.14964790855200227	2.283798367777863E-12	5.380116514354376E-15	0.21988194435382924
	2044896	2043409		-	yeeO	b1985	enzyme; Salvage of nucleosides and nucleotides	27	25	29	23	2.737063344366227E-9	1.0	2.34551443825774E-4	3.638549982349994E-10	0.1428050677041643	1.652798959904556E-4
2045057			2045132	+	asnU	b1986	Asn tRNA	14	9	24	23	1.8641092497367171E-6	0.8339464752351679	0.8875760126037081	1.0171994790535828E-18	5.0881510619151636E-14	0.09329673232961648
2046120	2046120	2045170		-	cbl	b1987	regulator; Amino acid biosynthesis: Cysteine	17	10	18	12	3.000600995315615E-21	1.0	1.8649375124408397E-5	7.320596470746652E-24	1.5441181344468053E-4	1.1627958957681269E-5
	2047139	2046222		-	nac	b1988	regulator; Central intermediary metabolism	22	13	18	7	1.1763982893873767E-22	1.0	1.5954444427112307E-22	4.120475645027473E-14	0.05072722492963088	7.081803574629056E-14
2047466			2047541	+	asnV	b1989	Asn tRNA	16	13	16	18	1.673979187122242E-5	1.0	0.270132627630219	1.722674969002353E-5	1.212340421900565E-4	0.4048809377646562
2048542	2048529	2047597	2047589	-	erfK	b1990	enzyme; Murein sacculus, peptidoglycan	403	451	308	254	0.11533066171030949	0.564606793441427	5.063216454335072E-9	0.5397527591577	6.915320157943585E-8	8.981530220396073E-4
2049673	2049673	2048594		-	cobT	b1991	enzyme; Biosynthesis of cofactors, carriers: Cobalamin	21	13	24	23	2.50600705105766E-18	1.0	0.009139807396167115	4.550898229539724E-24	4.016084576100671E-15	0.00470278398411385
	2050428	2049685		-	cobS	b1992	enzyme; Biosynthesis of cofactors, carriers: Cobalamin	19	13	19	17	8.150300858631026E-17	1.0	0.0010490572089602275	9.265293992519052E-17	4.5478272925900865E-7	0.001952510477912583
	2050970	2050425		-	cobU	b1993	enzyme; Biosynthesis of cofactors, carriers: Cobalamin	20	14	15	14	2.3156843344893995E-13	1.0	4.433264629848769E-5	4.94874425299036E-8	0.04189400211854699	0.0025706488040504833
	2051360	2051274		-	yeeH	b4639	enzyme; Biosynthesis of cofactors, carriers: Cobalamin	11	5	11	4	6.00510110630773E-11	1.0	0.0015501286609176592	6.761021238275598E-11	0.31016915692977676	0.001570184793726503
	2052527	2051511		-	insH1	b1994	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	61	57	60	51	1.6141078761376095E-6	1.0	0.0016276822718973535	3.189881494940977E-6	0.3858119956406442	0.002626616052284373
	2053098	2052566		-	yoeG	b4640	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	12	7	11	6	4.761216047981741E-11	1.0	5.883151282878097E-6	5.168475145429991E-11	0.5497076572617242	7.980086297010223E-6
	2053625	2053467		-	yoeH	b4641	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	15	16	12	9	0.0020917482886308506	1.0	0.005733765257302566	0.0362185389332348	0.43710833127148097	0.0328269943660987
	2053841	2055680		+	yoeA	b4582	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	33	30	40	39	2.5628325900870155E-7	1.0	0.38534319000118283	4.876716270778478E-12	6.287988462360511E-7	0.06809433383789622
	2055063	2054158		-	insD1	b1996	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	34	30	40	41	1.0872234578655041E-8	1.0	0.024271708388703617	2.3826236704675518E-11	2.7818174855716265E-6	0.01225295767984444
	2055386	2055021		-	insC1	b1997	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	52	54	62	66	3.4140335676233787E-6	1.0	0.030995765778017784	3.404583644567799E-8	4.8526773611781764E-4	0.01495272626072579
	2055866	2056417		+	yeeP	b1999	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	15	18	18	18	1.276873591408456E-5	1.0	0.026004289520905246	8.693395923382256E-8	0.0033285843007961713	0.008822260579556256
2056521			2056724	+	isrC	b4435	-	6	18	6	3	0.5423897914483587	1.0	0.01811695477860103	0.1872310466287829	1.3424526482732741E-12	0.013255688627335577
	2056745	2059864		+	flu	b2000	membrane; Outer membrane constituents; Phage orProphage Related	45	145	39	29	6.503604896118966E-52	0.994739455228935	2.121507921357024E-6	8.52529713165167E-64	4.710849020489195E-179	0.0010008083514464923
	2059985	2061517		+	yeeR	b2001	Phage or Prophage Related	11	10	12	5	1.8976603630177763E-10	1.0	7.504550230593801E-12	9.291542793521796E-12	0.015584798416359326	1.7627351168865585E-13
	2061514	2061960		+	yeeS	b2002	Phage or Prophage Related	13	9	15	8	6.426025081245495E-9	1.0	1.528954059500605E-4	7.91786874586791E-12	0.4258562484400488	9.803494391432121E-6
	2062023	2062244		+	yeeT	b2003	Phage or Prophage Related	11	5	14	6	3.1329282683102397E-12	0.9244870836436554	0.003372843047418954	3.8354107483765534E-20	0.01749025671422407	1.3090301591828706E-4
	2062318	2062686		+	cbeA	b2004	Phage or Prophage Related	13	5	14	9	2.966791639732522E-15	1.0	0.0013404499447946337	4.759034152220304E-18	2.1593127234137454E-4	4.753042666367557E-4
	2062775	2063149		+	cbtA	b2005	Phage or Prophage Related	10	5	12	3	5.635917588459163E-10	1.0	8.793571268266311E-9	1.994579551336792E-13	0.4255249364067958	1.0765488369300825E-11
	2063146	2063313	2063313	+	yeeW	b2006	Phage or Prophage Related	17	8	17	6	1.4020689405028272E-11	1.0	9.186529986272137E-6	6.590296445612985E-13	0.778974049153714	3.0414600308681987E-6
	2063883	2063755		-	yoeD	b4642	Phage or Prophage Related	14	8	15	7	1.8542424207250395E-8	1.0	0.007717759999415586	9.176331565921835E-11	0.13418745291884915	0.0022380580009113216
	2063952	2064137		+	yoeF	b4538	Phage or Prophage Related	26	26	38	20	5.2548198521841E-5	1.0	0.004757587661550384	2.4473783571483284E-10	0.7709410675426438	1.0075643558279026E-5
2064641	2064567	2064238	2064238	-	yeeX	b2007	phenotype; Not classified	392	559	608	611	0.036389597557881126	6.6812214555082165E-6	4.6196250683317986E-6	8.851389741624984E-5	0.002191430089780424	0.5312410556378186
	2065797	2064739		-	yeeA	b2008	phenotype; Not classified	78	71	82	74	1.850450773324938E-5	1.0	0.09727402546385597	1.2360032742635106E-6	0.024101069187255634	0.03626782205935905
2066483	2066468	2065995	2065925	-	sbmC	b2009	phenotype; Not classified	371	452	436	424	0.8580354173187175	0.31745960841814863	0.31516844373711084	0.008202193873670004	0.19312431016559556	0.32584697972722826
	2067753	2066587		-	dacD	b2010	putative enzyme; Murein sacculus, peptidoglycan	20	16	18	15	3.524860844263903E-9	1.0	8.560933420539497E-5	1.3977908757666842E-7	0.19480305980332022	7.368154302094871E-4
	2067962	2069389		+	sbcB	b2011	enzyme; Degradation of DNA	81	60	73	72	1.010691268415035E-10	1.0	0.1801360612169821	5.957564419742407E-8	1.145215826645859E-5	0.43474737618780684
2069672	2069659	2069432	2069390	-	yeeD	b2012	enzyme; Degradation of DNA	195	167	157	163	2.866335943034246E-11	1.0	1.3763751622155763E-4	2.2520650110809067E-6	0.03628483534476103	0.014615560902035786
2070731	2070731	2069673	2069673	-	yeeE	b2013	putative transport; Not classified	49	49	41	39	3.2218172635957922E-6	1.0	9.362514130880023E-5	0.001706419547365019	0.8838578028522698	0.008507438654240692
	2072268	2070910		-	plaP	b2014	transport; Not classified	39	29	26	16	2.5539334855382885E-15	0.8781277673916231	2.616986118954102E-17	9.838559476371664E-6	0.013039705367632564	8.012412165764293E-7
	2072320	2072258		-	yoeI	b4678	transport; Not classified	30	24	23	15	3.96388417842282E-5	0.9684679342507129	0.003912329133218747	0.003988516958758137	0.9865672321633132	0.03369642805240011
	2073464	2072535		-	yeeY	b2015	putative regulator; Not classified	157	179	133	126	0.290485834525485	0.9821405027642639	0.012692999940049663	0.7819924428862866	0.06660166837262306	0.2148920461614042
2074334	2074334	2073510	2073472	-	yeeZ	b2016	putative enzyme; Not classified	385	627	459	506	0.013219438468061872	0.34682788275529924	0.06177654450502957	0.7983601796363162	0.9462133549691331	0.8021553417980103
	2074671	2074417	2074416	-	yoeB	b4539	putative enzyme; Not classified	148	205	164	176	0.006121038818296725	1.0	0.06729321611123536	0.00393274054213082	0.5673447187167553	0.06085370133160043
2074922	2074919	2074668		-	yefM	b2017	putative enzyme; Not classified	176	241	211	228	0.0191301064626686	1.0	0.3433717986479808	0.0019344369191738149	0.13423055726836344	0.16031757742920863
	2075202	2075252	2075252	+	hisL	b2018	leader; Amino acid biosynthesis: Histidine	35	37	79	32	0.005833427639504498	0.5963806815846519	0.0719636173831058	8.32455481799546E-13	0.49895687695536833	6.481844299191819E-6
	2075398	2076297		+	hisG	b2019	enzyme; Amino acid biosynthesis: Histidine	97	72	88	101	4.461366034363563E-12	1.0	0.5845911826815009	3.9171341450805304E-9	5.690601128659382E-11	0.9761265609442428
2076298	2076303	2077607		+	hisD	b2020	enzyme; Amino acid biosynthesis: Histidine	126	109	128	165	2.778667304019996E-7	1.0	0.013200049367637546	9.49422125955845E-9	9.440578247852028E-19	0.08485132111405629
